parameter_name,parameter_value,n_neighbors,weights,metric,p,csp_components,fold,subject,accuracy,f1_score,roc_auc
metric,minkowski,5,distance,minkowski,2,6,25,25,0.6222222222222222,0.6222222222222222,0.6630434782608696
metric,minkowski,5,distance,minkowski,2,6,26,26,0.4888888888888889,0.5818181818181818,0.5555555555555556
metric,minkowski,5,distance,minkowski,2,6,27,27,0.4888888888888889,0.6101694915254238,0.4792490118577075
metric,minkowski,5,distance,minkowski,2,6,28,28,0.6222222222222222,0.6222222222222222,0.5770750988142292
metric,minkowski,5,distance,minkowski,2,6,29,29,0.6888888888888889,0.7407407407407407,0.8132411067193677
metric,minkowski,5,distance,minkowski,2,6,30,30,0.5111111111111111,0.15384615384615385,0.5704365079365079
metric,minkowski,5,distance,minkowski,2,6,31,31,0.7111111111111111,0.7346938775510204,0.6996047430830039
metric,minkowski,5,distance,minkowski,2,6,32,32,0.6363636363636364,0.6666666666666666,0.6790890269151139
metric,minkowski,5,distance,minkowski,2,6,33,33,0.6444444444444445,0.5555555555555556,0.7252964426877471
metric,minkowski,5,distance,minkowski,2,6,34,34,0.7333333333333333,0.76,0.7559523809523809
metric,minkowski,5,distance,minkowski,2,6,35,35,0.5333333333333333,0.4878048780487805,0.47134387351778656
metric,minkowski,5,distance,minkowski,2,6,36,36,0.4090909090909091,0.4583333333333333,0.42355371900826444
metric,minkowski,5,distance,minkowski,2,6,37,37,0.5111111111111111,0.0,0.4051383399209486
metric,minkowski,5,distance,minkowski,2,6,38,38,0.5333333333333333,0.4,0.4565217391304348
metric,minkowski,5,distance,minkowski,2,6,39,39,0.38636363636363635,0.4489795918367347,0.40165631469979296
metric,minkowski,5,distance,minkowski,2,6,40,40,0.5555555555555556,0.5833333333333334,0.48611111111111116
metric,minkowski,5,distance,minkowski,2,6,41,41,0.5777777777777777,0.5365853658536586,0.6329365079365079
metric,minkowski,5,distance,minkowski,2,6,42,42,0.7777777777777778,0.7916666666666666,0.8656126482213439
metric,minkowski,5,distance,minkowski,2,6,43,43,0.6,0.5714285714285714,0.624505928853755
metric,minkowski,5,distance,minkowski,2,6,44,44,0.4827586206896552,0.4444444444444444,0.5738095238095239
metric,minkowski,5,distance,minkowski,2,6,45,45,0.6,0.5714285714285714,0.5889328063241106
metric,minkowski,5,distance,minkowski,2,6,46,46,0.4888888888888889,0.5306122448979592,0.47332015810276684
metric,minkowski,5,distance,minkowski,2,6,47,47,0.5555555555555556,0.6153846153846154,0.5505952380952381
metric,minkowski,5,distance,minkowski,2,6,48,48,0.5882352941176471,0.631578947368421,0.6000000000000001
metric,minkowski,5,distance,minkowski,2,6,49,49,0.8,0.7804878048780488,0.8537549407114624
metric,minkowski,5,distance,minkowski,2,6,50,50,0.6,0.6785714285714286,0.7430830039525691
